,text,aspect,label
2309,that because you are professional lifetime plan which the lowest paid plan the business and unlimited are higher plans,Business,2
2310,after your current project performance updates complete,performance,1
2311,absolutely amazing,Absolutely,2
2312,your quality delivered goods worst,Your quality,0
2313,but why does scene zoom out each picture,picture,0
2314,used work trello and started using airtable since last few months,Trello,1
2315,agree would great global tags used inside page content and shared this with our engineering and product team assist with project prioritization and planning,tags,1
2316,far can there visual representation task dependencies timeline which are common gantt charts,line,0
2317,the interface and workflow innovative and allows you flexible yet simple you want with your pages and templates,workflow,2
2318,very slow interface and loading time,interface,0
2319,have already set pages have small text but the mobile the text large that can barely few lines,app,2
2320,the good but like many ios limps since you need able use the views offered,views,1
2321,using this for organisation for itinerary craft items working like dream,craft,1
2322,best notes have ever use,app,2
2323,early morning and quick respone and your milk supply boys are also sincere,milk supply,2
2324,excellent for project management,project,2
2325,when they say that airtable has the power database but easy use spreadsheet they aren kidding,database,1
2326,like its trying but can not download,download.,0
2327,can invideo upload directly youtube without having first download computer,YouTube,1
2328,hey want create formula show proportions another column,column.,1
2329,when tried move few columns from this table new page each column got copied new blank page,column,0
2330,heavy delivery charges,delivery charges,0
2331,loved wunderlist for its simplicity and ease use but then microsoft bought and ruined had look for something else and have tried other options before came across asana and love,bought,0
2332,love the,app,2
2333,the name the workspace miia workspace the name the main page nikki this disappeared the last time used,"workspace""",1
2334,trying export pdf dashboard annual plan notion workspace which has gallery views the default for the linked databased the dashboard,Dashboard,1
2335,notionhq tuckbroder the problem even opening this page impossible now slow and not loading,slow,0
